rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
14,21,64668,0.0004998911636504635,0.08853144697652628,0.0880315558128758,13,3031,595,0
20,23,71915,0.000302897504640132,0.08639095160222793,0.0860880540975878,13,3031,595,0
29,25,17783,0.0016016191944847604,0.08665865384615384,0.08505703465166908,13,3031,595,0
7,20,90376,0.00013246986972676527,0.08483389679130049,0.08470142692157373,13,3031,595,0
13,22,14272,0.06096406356152472,0.14564627085008255,0.08468220728855783,13,3031,595,0
14,22,107749,0.0005763742574497818,0.08478194978190484,0.08420557552445505,13,3031,595,0
8,20,14489,0.021965593408818984,0.10567238507634678,0.0837067916675278,13,3031,595,0
15,22,67089,0.0033731897268065164,0.08504828553533415,0.08167509580852764,13,3031,595,0
5,18,106811,0.0005996327704638154,0.08202249334292323,0.08142286057245941,13,3031,595,0
19,24,54187,0.010855837651488813,0.09226906469597683,0.08141322704448802,13,3031,595,0
15,21,35807,0.01316564794154942,0.09420184465010739,0.08103619670855797,13,3031,595,0
30,25,54807,0.0005841372712307067,0.08136150450815907,0.08077736723692837,13,3031,595,0
21,23,63654,0.0010699386903368067,0.08170899872634835,0.08063906003601154,13,3031,595,0
6,18,1726,0.015171461315749098,0.09434207283915079,0.07917061152340168,13,3031,595,0
16,21,71451,0.026586860041219757,0.10514824620365587,0.07856138616243612,13,3031,595,0
16,22,29265,0.0012667051910149084,0.07975729211307975,0.07849058692206484,13,3031,595,0
17,21,81867,0.0018552419471009008,0.07969192550391321,0.07783668355681231,13,3031,595,0
20,24,125257,0.10900794817623513,0.186191061606911,0.07718311343067588,13,3031,595,0
17,22,56802,0.012036712052781097,0.08833762625659988,0.07630091420381879,13,3031,595,0
18,21,44113,0.007226172821339843,0.08352416797411498,0.07629799515277513,13,3031,595,0
21,24,9072,0.059104155690200215,0.1352870475113122,0.07618289182111199,13,3031,595,0
22,24,70539,0.007501966048750341,0.08317793378370338,0.07567596773495304,13,3031,595,0
31,25,82690,3.7639841580924384e-05,0.07515589403090474,0.07511825418932382,13,3031,595,0
32,25,67631,0.06165460211314655,0.13671126182144075,0.0750566597082942,13,3031,595,0
23,24,26854,0.04132633161061077,0.11590100299905617,0.0745746713884454,13,3031,595,0
9,19,63874,0.029575546071201244,0.10311922056720742,0.07354367449600617,13,3031,595,0
10,19,17720,0.00989545601474811,0.0832057722584191,0.07331031624367099,13,3031,595,0
24,24,39888,0.014704511973647779,0.08788189573399749,0.07317738376034971,13,3031,595,0
33,25,34017,0.007446325766871009,0.07989914105457088,0.07245281528769987,13,3031,595,0
25,24,9629,0.01919568479956747,0.09115828917539816,0.07196260437583069,13,3031,595,0
9,20,82604,0.013586430420876556,0.08554230090512105,0.0719558704842445,13,3031,595,0
18,22,41587,0.016370963928287057,0.08819931728822797,0.07182835335994091,13,3031,595,0
19,21,86881,0.0014993773301643998,0.07302956621048386,0.07153018888031945,13,3031,595,0
26,24,120745,0.001482775547061495,0.0724980098026973,0.0710152342556358,13,3031,595,0
27,24,13817,0.003360485026960816,0.07432892628205129,0.07096844125509047,13,3031,595,0
34,25,56554,0.021131088916718745,0.09181769821767793,0.07068660930095919,13,3031,595,0
22,23,112473,0.017292662644647093,0.08753480042740673,0.07024213778275964,13,3031,595,0
19,22,103954,0.2315199729785098,0.3016327864370068,0.07011281345849701,13,3031,595,0
20,21,18639,0.025216523196063545,0.09528763935593261,0.07007111615986907,13,3031,595,0
23,23,37180,0.019935268320305635,0.08962722947809613,0.0696919611577905,13,3031,595,0
21,21,76644,0.00017736712072649572,0.06967041075393489,0.06949304363320839,13,3031,595,0
20,22,73390,0.0035016774637060444,0.07289324746371593,0.0693915700000099,13,3031,595,0
35,25,72475,0.0018177391543732202,0.07080979575174226,0.06899205659736904,13,3031,595,0
36,25,82174,0.008572694914650231,0.0775643216635791,0.06899162674892886,13,3031,595,0
37,25,33376,0.010763147436079788,0.07903257444942567,0.06826942701334589,13,3031,595,0
28,24,11107,0.022178246828436048,0.09033319394534638,0.06815494711691034,13,3031,595,0
24,23,59611,0.08827367580813668,0.1562283968450609,0.06795472103692422,13,3031,595,0
29,24,71395,0.01554187170249289,0.08342444968523591,0.06788257798274301,13,3031,595,0
25,23,65154,0.026183446395331884,0.09302600779407026,0.06684256139873837,13,3031,595,0
21,22,60750,0.056288006015103614,0.12312641402714931,0.0668384080120457,13,3031,595,0
30,24,92530,3.288280116110305e-05,0.06679256403817019,0.06675968123700908,13,3031,595,0
26,23,69668,0.016746552340951626,0.08338365972914794,0.06663710738819631,13,3031,595,0
